标题,昵称,地区,评论内容
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,Mr_Will,未知,请问Meta AI在语言不是障碍的时候的使用场景是哪些，如果只是问问题感觉不如手机来得直接而且可以直接看文字更效率，其他场景都很鸡肋吧？
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,我凑360,未知,up你好，想请教一下智能眼镜的cmos大小是不是因为物理限制没办法再变大了？我在网上查询到的资料说imx681是1/3.6 inch，这个大小甚至还不如iPhone6。
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,ALCHEMI5T,未知,[笑哭]我买的M码，撑大后感觉camera拍摄方向变成斜的了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,泡芙家的数码仓库,未知,林俊杰佛山音乐节vlog 那个第一视角代的AI眼镜是哪个呢 请问知道吗···黑漆麻乌的环境 居然拍的效果还不错····
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,-Whitewash,未知,好听没听AK哥聊苹果设备了[委屈]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,helljiang,未知,期待解锁AI的视频
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,现在或者将来会是,未知,买了hstn的透明款，太帅了[星星眼]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,kolsaerd,未知,关于镜框买大了，个人建议用自粘绷带缠在镜腿上，会比硅胶耳挂更加舒服而且牢固，还更加便宜。缺点是戴一段时间后会被压实得重新缠绕
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,chiuming,未知,对了 我的gen1的l近视镜片能否无损安装在gen2上？请您解答。[嘟嘟]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,风gege,未知,"突发奇想,能不能出一期视频简单讲讲如果我们要实现到柯南那个眼镜的话,需要克服哪些困难,有没有可能实现"
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,林四十,未知,AK穿的是汉服？👍👍👍
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,朵朵还是个宝宝,未知,国内ai能力怎么用？用魔法也不行，求助up
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,CN_CoreSteb,未知,"感谢AK讲解，看起来display还挺合适的，等产能上来可以试试，以及要是后续ota支持大部分通知就好了
我个人带X3P即使是L鼻托也会矮一些，导致戴起来眼睛顶部五分之一眼镜是覆盖不到的，如果是舒服的全覆盖那眼镜里底部的dock直视一点看不到，只有余光能看到，如果想要直视也能看清则必须让一半的眼睛露在外面的一种角度，也就是眼镜镜腿相对眼球直视前方相差几十度吧，看起来就像是滑下去了一样，或者有人说像老花镜，带惯了meta rayban这确实是很难受，要是rayban的设计+x3p的显示就好了
最近可能要给父母置办一副rokid glasses，到时候试试那个
（不得不提，雷鸟的ota速度有点感人，10月初刚推送ios通知兼容，aw操作也还没上线，眼镜镜片左右还莫名其妙出现了上下和外侧的小点，技术支持说是进水雾了，可是我为了等ota半个月到一个月都是放在阴暗室内的眼镜盒里的[辣眼睛]）"
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,fx1111111,未知,说的对，目前国内的ar眼镜基本还是体验三天热度，实际应用性基本没有。我买了三幅基本就是三天香，吃灰一年。
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,我办事你要当心,未知,瓦工IP用不了Meta ai，😑
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,Qibla,未知,我卖这个东西，所以我吹它[呲牙][呲牙] 我不卖我也吹 哈哈
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,Herzoge,未知,想问一下gen2和雷鸟v3的体验差距大吗？ 鼻梁比较塌，担心gen2没有可调节鼻拖不适合，差距不大可能就倾向于v3了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,小侃讲故事,未知,在看到这期视频之前走了不少弯路！感谢博主的分享！
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,我的一个修仙道友,未知,要提升续航我自己测下来单关闭hey meta是没用的，自适应音量也得关掉才能完全关闭麦克风省电；然后是meta ai 我现在用的这个好是已经被关了ai用🇺🇸节点也打不开了，但是前段时间去连了金门的网络后又能用了，ai直接永久在了，不管用哪里的魔法网络甚至关掉用内网metaai都没再被封掉了[打call]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,永恒的美123,未知,meta ai激活在哪个时间段
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,阿鲁巴,未知,好奇主播为什么么不怎么关注谷歌要出的Android XR眼镜（已官宣），反而好几次提到苹果（未官宣）
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,清心寡欲的猫猫,未知,蓝牙断链这个问题，是因为天线的排列问题，要不就是手机天线排列偷工减料了，要不就是眼镜那边的天线偷工减料了。[doge]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,谢耳朵-Sheldor,未知,"说个和视频相关也不相关的感慨，我工作中写报告文件，有点像国内智能眼镜，实力不够，只能一些细枝末节，旁门左道上多下功夫
一些大佬写的，就像meta，实力充足，凭实力就甩我几条街，所以压根不管细节的东西"
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,吾明亮,未知,"叹气。
防水和续航，是对我最大的困难。
（多谢讲解）"
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,_皮_,未知,浴，，啊不，汉服的链接有吗[doge]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,无FK言兑,未知,很看好智能眼镜的发展，我本来就是近视眼，又爱骑车出去玩儿，工作场景也需要解放双手。
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,大菠萝壹號,未知,请问AK的戒指是Oura吗
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,AESenergy,未知,Ak老师有Valve deckard的什么信息吗？高通芯片的一体机？
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,自然卷的Neil,未知,meta display 这个重量能带多久啊，感觉还是蛮重的
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,無詠芝人,未知,不知道我应该买什么码，我的头围没量过
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,绝世孤影,未知,感谢AK的分享！ 之后知道咋买和用了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,code197,未知,display那个波导片工艺质量如何？，用过国内的那波导片质量一言难尽
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,北狼价投,未知,ak怎么看逸文科技的even G1这款眼镜，感觉这款很符合您说的轻显示概念。在产品功能上做了巨大的取舍，非常克制。
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,你好千岁,未知,我是不是病了，居然觉得AK有点小帅
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,lwcs13,未知,加橡胶圈确实比鼻托有用啊，加了完全不会滑了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,机械系魔法,未知,gen2 和 gen1 的镜片是通用的吗？
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,霓虹AR观察站,未知,怎么成为会员激活AI，我问了淘宝店没有[藏狐]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,灯灯和泡泡,未知,啥时候可以用来当ppt的控制手柄就好了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,superzichen,未知,AK，Vision Pro更新了，只是更新了芯片和头带么？
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,道边野草,未知,刚到手的亮黑gen2，用酒精擦了下镜架，就产生了明显腐蚀痕迹[委屈]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,数字莫拉,未知,衣服好评，莫名帅气了[doge]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,MortyZhang,未知,双十一有优惠嘛[打call]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,GOSzzz,未知,meta ai是真难搞，主要还不是找到一个对的线路就能激活了，时不时给整个账号的ai功能ban掉换啥线路都没用，然后有时候莫名其妙又给你开了几天然后又关了，已经放弃了[灵魂出窍]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,贝贝努努力,未知,听睡着了，三连补上，再看一遍[捂脸]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,恒总sigma,未知,听说马上出visionpro2了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,aixleo66,未知,今天从 ak 店里买的限量款到货，急需 ai 激活教程
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,得救之道,未知,好像那个安倍的一生之敌[笑哭]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,科技黄图,未知,我估计那种胶水就是像贴膜那种胶水，力度刚刚好
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,文剑丶水又二一,未知,突然有个问题，就是眼镜日常脏了我会比较暴力的用布去搓着擦拭，会影响到上面的微结构吗
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,蒋清欢-073,未知,真真原来还在，催更AK的避坑指南[大哭]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,像素视界,未知,这次的视频画质很好，是不是换设备了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,Kier_Y,未知,求求了[喜欢]快出下一期吧
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,丷唯爱丷,未知,这眼镜配的了渐进片不
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,無詠芝人,未知,变色镜片用久了会发黄吗[笑哭]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,槐序拾肆゜,未知,@有趣的程序员 总结一下
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,阿小小小呆,未知,等明年用保险
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,玄幻天使,未知,终于更新啦
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,伙老少,未知,这期的ak有点小帅
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,湖人首发控卫东契奇,未知,终于来了！
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,不是很可以,未知,為什麼這些資訊可以說這麼久
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,小锻,未知,你不说我都没注意到你穿的浴袍录视[doge]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,雾日斋主人,未知,沙发[doge]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,nhiddour,未知,才发现ak用的iPhone air
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,YR-被网暴_残血版,未知,外网倒是有做拆解的视屏https://b23.tv/BV1sZxzzTEZT
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,加把劲假面骑士,未知,有一说一真不是洗meta，苹果的蓝牙用过的都知道，垃圾得一批，经常断连
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,讲啊讲啊讲啊,未知,字幕怎么不能设置了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,無詠芝人,未知,三连再看，养成好习惯
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,胖子爱增肥,未知,沙发
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,虹色小鱼,未知,国内AI服务网络语言普通人都不好弄，所以至少国内还是有点使用门槛的。
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,crous912,未知,我的妈，这是脖子消失术吗？
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,良贾,未知,刚看自如直播，说你两有微信，还要做播客?期待值拉满了[微笑]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,充电线收纳艺术家,未知,摄像头镜片不耐华还容易进灰尘
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,啦啦啦噜vbhh,未知,"注意一下：很多地方已经没有国补了[大哭]
① 一定要领取了国补🧧再下单立减20%
② 没有领到的可以试试惊东搜【购物红包521】
领取手机/电脑/平板和家电大额红包以及国补资格
我就是这样操作的，刚刚买电脑省了200多！"
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,槐序拾肆゜,未知,这期没有字幕且没有时间分区（只有开头一段有），对于长视频来说观看体验不是很好
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,滴锥才不是DJ,未知,"51:06那个哥们可能遇到的情况和我一样[笑哭]
强制重启变成那样，大概率按了10秒，官方说的是3秒
我昨天在那个动态下发了条很长的评论，可能是重新按照官方说的再来了一次，或者反复多开关几次就好了。其实我也不知道我是怎么整好的[笑哭]
其实眼镜应该是没坏，可能是进了什么刷固件的boot loader或者工厂的调试了，反正多试试几次可能就可以恢复正常？[笑哭]一开始眼镜可能还会一直闪白灯，后来眼镜开电直接提示灯完全不亮，算是蛮吓人的"
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,oOOo゜,未知,没有字幕很难受
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,foolmounts,未知,基本只看视频，根本不知道有问题征集[笑哭][笑哭]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,kkmnjnbj,未知,ak 一直不戴圆框板 headliner，这让无从判断买哪款
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,可达鸭收藏家,未知,咦？为啥几个人一起聊iphone的播客没了，各大up里面翻全删了啊
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,深色航天器,未知,说到真真好久没出镜了
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,莫若弦,未知,ak 老师太细了，就是视频太长了。很多人坚持看不下去。最好精简一个总结版本的[呲牙]
Meta智能眼镜选购 避坑指南 解锁Meta AI 尺寸选择 配件推荐 使用技巧+大家关心的问题答疑,最穷的大神,未知,为什么透明限定的rayban没有L Size的，TMD！！！！
